ECG,AcX,AcY,AcZ,Depth
1178,3.84,-2.46,-7.98,191.2
1233,3.84,-2.46,-7.98,191
1175,3.84,-2.46,-7.98,191
1250,3.84,-2.76,-7.98,191
1134,3.84,-2.76,-7.82,191
1183,3.84,-2.76,-7.82,191
1167,3.84,-2.76,-7.82,191.2
1224,3.68,-2.76,-7.82,191.2
1131,3.68,-2.6,-7.82,191.2
1207,3.68,-2.6,-7.66,191.2
1152,3.68,-2.6,-7.66,191.2
1151,3.68,-2.6,-7.66,191.2
1139,3.68,-2.6,-7.66,191.2
1100,3.68,-2.6,-7.66,191.2
1052,3.68,-2.6,-7.66,191.2
1136,3.68,-2.6,-7.66,191.2
1099,3.68,-2.6,-7.66,191.2
1003,3.68,-2.6,-7.66,191.2
1106,3.68,-2.76,-7.66,191.2
1131,3.68,-2.76,-7.66,191.2
1140,3.68,-2.76,-7.66,191.2
1104,3.68,-2.76,-7.66,191.4
1204,3.68,-2.76,-7.66,191.4
1121,3.68,-2.76,-7.66,191.4
1136,3.68,-2.76,-7.82,191.4
1182,3.68,-2.76,-7.82,191.4
1191,3.68,-2.76,-7.82,191.4
1135,3.68,-2.76,-7.82,191.4
1165,3.68,-2.92,-7.82,191.4
1109,3.68,-2.92,-7.82,191.4
1131,3.68,-2.92,-7.82,191.4
1089,3.68,-2.92,-7.82,191.4
1073,3.68,-2.92,-7.82,191.4
1072,3.68,-2.76,-7.82,191.4
1064,3.68,-2.76,-7.82,191.4
1125,3.68,-2.76,-7.82,191.4
1034,3.68,-2.76,-7.82,191.4
1154,3.68,-2.76,-7.82,191.4
1090,3.68,-2.76,-7.82,191.4
1217,3.68,-2.76,-7.82,191.4
1123,3.68,-2.76,-7.82,191.4
1215,3.68,-2.76,-7.82,191.6
1167,3.52,-2.76,-7.82,191.6
1205,3.52,-3.06,-7.82,191.6
1171,3.52,-3.06,-7.66,191.6
1121,3.52,-3.06,-7.66,191.6
1131,3.52,-3.06,-7.66,191.4
1131,3.68,-3.06,-7.66,191.4
1195,3.68,-2.92,-7.66,191.4
1188,3.68,-2.92,-7.82,191.4
1221,3.68,-2.92,-7.82,191.4
1109,3.68,-2.92,-7.82,191.4
1189,3.68,-2.92,-7.82,191.4
1126,3.68,-3.06,-7.82,191.4
1171,3.68,-3.06,-7.66,191.4
1095,3.68,-3.06,-7.66,191.4
1183,3.68,-3.06,-7.66,191.4
1165,3.52,-3.06,-7.66,191.4
1178,3.52,-2.92,-7.66,191.4
1176,3.52,-2.92,-7.82,191.4
1157,3.52,-2.92,-7.82,191.4
1165,3.52,-2.92,-7.82,191.4
1182,3.52,-2.92,-7.82,191.4
1130,3.52,-3.22,-7.82,191.4
1121,3.52,-3.22,-7.66,191.4
1131,3.52,-3.22,-7.66,191.4
1168,3.52,-3.22,-7.66,191.6
1292,3.52,-3.22,-7.66,191.6
1240,3.52,-3.06,-7.66,191.6
1269,3.52,-3.06,-7.66,191.6
1274,3.52,-3.06,-7.66,191.6
1308,3.52,-3.06,-7.66,191.4
1265,3.52,-3.06,-7.66,191.4
1227,3.52,-3.06,-7.66,191.4
1239,3.52,-3.06,-7.66,191.4
1222,3.52,-3.06,-7.66,191.4
1234,3.52,-3.06,-7.66,191.6
1219,3.52,-3.06,-7.66,191.6
1247,3.52,-3.06,-7.66,191.6
1220,3.52,-3.06,-7.66,191.6
1252,3.52,-3.06,-7.66,191.6
1188,3.52,-3.06,-7.66,191.8
1254,3.52,-3.06,-7.66,191.8
1173,3.52,-3.38,-7.66,191.8
1221,3.52,-3.38,-7.36,191.8
1205,3.52,-3.38,-7.36,191.8
1165,3.52,-3.38,-7.36,191.6
1263,3.52,-3.38,-7.36,191.6
1165,3.52,-3.22,-7.36,191.6
1231,3.52,-3.22,-7.66,191.6
1203,3.52,-3.22,-7.66,191.6
1223,3.52,-3.22,-7.66,191.6
1144,3.38,-3.22,-7.66,191.6
1200,3.38,-3.38,-7.66,191.6
1126,3.38,-3.38,-7.66,191.6
1194,3.38,-3.38,-7.66,191.6
1139,3.38,-3.38,-7.66,191.8
1196,3.38,-3.38,-7.66,191.8
1122,3.38,-3.52,-7.66,191.8
1149,3.38,-3.52,-7.66,191.8
1179,3.38,-3.52,-7.66,191.8
1210,3.38,-3.52,-7.66,191.8
1217,3.38,-3.52,-7.66,191.8
1152,3.38,-3.22,-7.66,191.8
1171,3.38,-3.22,-7.66,191.8
1084,3.38,-3.22,-7.66,191.8
1162,3.38,-3.22,-7.66,191.6
1073,3.38,-3.22,-7.66,191.6
1152,3.38,-3.38,-7.66,191.6
1043,3.38,-3.38,-7.52,191.6
1198,3.38,-3.38,-7.52,191.6
1147,3.38,-3.38,-7.52,191.8
1220,3.52,-3.38,-7.52,191.8
1146,3.52,-3.68,-7.52,191.8
1158,3.52,-3.68,-7.52,191.8
1177,3.52,-3.68,-7.52,191.8
1101,3.52,-3.68,-7.52,191.8
1128,3.38,-3.68,-7.52,191.8
1034,3.38,-3.52,-7.52,191.8
1119,3.38,-3.52,-7.66,191.8
1116,3.38,-3.52,-7.66,191.8
1164,3.38,-3.52,-7.66,191.6
1104,3.38,-3.52,-7.66,191.6
1205,3.38,-3.68,-7.66,191.6
1167,3.38,-3.68,-7.66,191.6
1134,3.38,-3.68,-7.66,191.6
1081,3.38,-3.68,-7.66,191.8
1155,3.38,-3.68,-7.66,191.8
1160,3.38,-3.68,-7.66,191.8
1197,3.38,-3.68,-7.36,191.8
1196,3.38,-3.68,-7.36,191.8
1183,3.38,-3.68,-7.36,191.8
1147,3.38,-3.68,-7.36,191.8
1149,3.38,-3.68,-7.36,191.8
1166,3.38,-3.68,-7.52,191.8
1152,3.38,-3.68,-7.52,191.8
1250,3.38,-3.68,-7.52,191.8
1148,3.38,-3.68,-7.52,191.8
1126,3.38,-3.68,-7.52,191.8
1138,3.38,-3.68,-7.52,191.8
1236,3.38,-3.68,-7.52,191.8
1177,3.38,-3.68,-7.52,191.8
1175,3.38,-3.68,-7.52,191.8
1194,3.38,-3.52,-7.52,191.8
1223,3.38,-3.52,-7.52,191.8
1215,3.38,-3.52,-7.52,191.8
1155,3.38,-3.52,-7.52,191.8
1281,3.38,-3.52,-7.52,191.8
1173,3.38,-3.98,-7.52,191.8
1178,3.38,-3.98,-7.52,191.8
1150,3.38,-3.98,-7.52,191.8
1179,3.38,-3.98,-7.52,191.8
1165,3.38,-3.98,-7.52,191.8
1166,3.38,-3.68,-7.52,191.8
1153,3.38,-3.68,-7.66,191.8
1164,3.38,-3.68,-7.66,191.8
1199,3.38,-3.68,-7.66,191.8
1213,3.38,-3.68,-7.66,191.8
1203,3.38,-3.84,-7.66,191.8
1197,3.38,-3.84,-7.52,191.8
1234,3.38,-3.84,-7.52,191.8
1160,3.38,-3.84,-7.52,191.8
1261,3.38,-3.84,-7.52,191.8
1195,3.38,-3.84,-7.52,191.8
1197,3.38,-3.84,-7.36,191.8
1179,3.38,-3.84,-7.36,191.8
1278,3.38,-3.84,-7.36,192
1206,3.38,-3.84,-7.36,192
1190,3.38,-3.84,-7.36,192
1256,3.38,-3.84,-7.36,192
1234,3.38,-3.84,-7.36,192
1279,3.38,-3.84,-7.36,191.8
1197,3.38,-3.84,-7.36,191.8
1277,3.38,-3.38,-7.36,191.8
1260,3.38,-3.38,-7.52,191.8
1286,3.38,-3.38,-7.52,191.8
1279,3.38,-3.38,-7.52,192
1282,3.38,-3.38,-7.52,192
1316,3.38,-3.84,-7.52,192
1285,3.38,-3.84,-7.36,192
1301,3.38,-3.84,-7.36,192
1212,3.38,-3.84,-7.36,192
1297,3.38,-3.84,-7.36,192
1195,3.38,-3.98,-7.36,192
1292,3.38,-3.98,-7.36,192
1250,3.38,-3.98,-7.36,192
1329,3.38,-3.98,-7.36,192
1168,3.22,-3.98,-7.36,192
1263,3.22,-3.84,-7.36,192
1248,3.22,-3.84,-7.52,192
1209,3.22,-3.84,-7.52,192
1202,3.22,-3.84,-7.52,192
1148,3.38,-3.84,-7.52,192
1215,3.38,-3.84,-7.52,192
1176,3.38,-3.84,-7.36,192
1199,3.38,-3.84,-7.36,192
1056,3.38,-3.84,-7.36,192
1194,3.38,-3.84,-7.36,192
1075,3.38,-4.14,-7.36,192
1055,3.38,-4.14,-7.36,192
974,3.38,-4.14,-7.36,192
1079,3.38,-4.14,-7.36,192.2
1031,3.22,-4.14,-7.36,192.2
1014,3.22,-4.14,-7.36,192.2
1060,3.22,-4.14,-7.66,192.2
1039,3.22,-4.14,-7.66,192.2
1073,3.22,-4.14,-7.66,192
1004,3.22,-4.14,-7.66,192
1111,3.22,-3.98,-7.66,192
1044,3.22,-3.98,-7.52,192
1121,3.22,-3.98,-7.52,192
981,3.22,-3.98,-7.52,192.2
1040,3.38,-3.98,-7.52,192.2
971,3.38,-3.98,-7.52,192.2
1029,3.38,-3.98,-7.2,192.2
1009,3.38,-3.98,-7.2,192.2
993,3.38,-3.98,-7.2,192
1059,3.22,-3.98,-7.2,192
1100,3.22,-4.3,-7.2,192
1168,3.22,-4.3,-7.52,192
1033,3.22,-4.3,-7.52,192
1181,3.22,-4.3,-7.52,192.4
1078,3.38,-4.3,-7.52,192.4
1208,3.38,-4.14,-7.52,192.4
1133,3.38,-4.14,-7.2,192.4
1270,3.38,-4.14,-7.2,192.4
1233,3.38,-4.14,-7.2,192.2
1358,3.38,-4.14,-7.2,192.2
1243,3.38,-3.98,-7.2,192.2
1251,3.38,-3.98,-7.52,192.2
1233,3.38,-3.98,-7.52,192.2
1196,3.38,-3.98,-7.52,192.2
1176,3.22,-3.98,-7.52,192.2
1203,3.22,-4.3,-7.52,192.2
1249,3.22,-4.3,-7.36,192.2
1214,3.22,-4.3,-7.36,192.2
1247,3.22,-4.3,-7.36,192.2
1101,3.22,-4.3,-7.36,192.2
1220,3.22,-3.84,-7.36,192.2
1133,3.22,-3.84,-7.36,192.2
1238,3.22,-3.84,-7.36,192.2
1191,3.22,-3.84,-7.36,192.4
1222,3.38,-3.84,-7.36,192.4
1202,3.38,-4.14,-7.36,192.4
1186,3.38,-4.14,-7.52,192.4
1173,3.38,-4.14,-7.52,192.4
1143,3.38,-4.14,-7.52,192.2
1223,3.22,-4.14,-7.52,192.2
1218,3.22,-4.3,-7.52,192.2
1247,3.22,-4.3,-7.52,192.2
1194,3.22,-4.3,-7.52,192.2
1246,3.22,-4.3,-7.52,192.2
1181,3.38,-4.3,-7.52,192.2
1222,3.38,-3.98,-7.52,192.2
1200,3.38,-3.98,-7.36,192.2
1172,3.38,-3.98,-7.36,192.2
1163,3.38,-3.98,-7.36,192.4
1137,3.22,-3.98,-7.36,192.4
1138,3.22,-4.3,-7.36,192.4
1121,3.22,-4.3,-7.36,192.4
1208,3.22,-4.3,-7.36,192.4
1150,3.22,-4.3,-7.36,192.4
1094,3.22,-4.3,-7.36,192.4
1162,3.22,-3.98,-7.36,192.4
1166,3.22,-3.98,-7.52,192.4
1121,3.22,-3.98,-7.52,192.4
1158,3.22,-3.98,-7.52,192.4
1129,3.38,-3.98,-7.52,192.4
1201,3.38,-3.98,-7.52,192.4
1147,3.38,-3.98,-7.36,192.4
1160,3.38,-3.98,-7.36,192.4
1148,3.38,-3.98,-7.36,192.4
1144,3.22,-3.98,-7.36,192.4
1094,3.22,-4.3,-7.36,192.4
1081,3.22,-4.3,-7.2,192.4
1099,3.22,-4.3,-7.2,192.4
1054,3.22,-4.3,-7.2,192.6
1121,3.22,-4.3,-7.2,192.6
1017,3.22,-4.14,-7.2,192.6
1198,3.22,-4.14,-7.36,192.6
1150,3.22,-4.14,-7.36,192.6
1157,3.22,-4.14,-7.36,192.6
1119,3.22,-4.14,-7.36,192.6
1183,3.22,-3.98,-7.36,192.6
1158,3.22,-3.98,-7.52,192.6
1175,3.22,-3.98,-7.52,192.6
1243,3.22,-3.98,-7.52,192.4
1168,3.22,-3.98,-7.52,192.4
1206,3.22,-4.14,-7.52,192.4
1099,3.22,-4.14,-7.52,192.4
1198,3.22,-4.14,-7.52,192.4
1127,3.22,-4.14,-7.52,192.6
1165,3.22,-4.14,-7.52,192.6
1070,3.22,-3.98,-7.52,192.6
1191,3.22,-3.98,-7.52,192.6
1136,3.22,-3.98,-7.52,192.6
1198,3.22,-3.98,-7.52,192.6
1176,3.22,-3.98,-7.52,192.6
1239,3.22,-3.98,-7.52,192.6
1180,3.22,-3.98,-7.36,192.6
1157,3.22,-3.98,-7.36,192.6
1107,3.22,-3.98,-7.36,192.6
1145,3.22,-3.98,-7.36,192.6
1197,3.22,-3.98,-7.36,192.6
1165,3.22,-3.98,-7.36,192.6
1212,3.22,-3.98,-7.36,192.6
1184,3.22,-3.98,-7.36,192.6
1210,3.22,-3.98,-7.36,192.6
1135,3.22,-4.3,-7.36,192.6
1258,3.22,-4.3,-7.36,192.6
1197,3.22,-4.3,-7.36,192.6
1224,3.22,-4.3,-7.36,192.6
1183,3.06,-4.3,-7.36,192.6
1271,3.06,-4.14,-7.36,192.6
1198,3.06,-4.14,-7.36,192.6
1219,3.06,-4.14,-7.36,192.6
1134,3.06,-4.14,-7.36,192.6
1189,3.22,-4.14,-7.36,192.6
1183,3.22,-4.3,-7.36,192.6
1167,3.22,-4.3,-7.36,192.6
1245,3.22,-4.3,-7.36,192.6
1130,3.22,-4.3,-7.36,192.6
1245,3.06,-4.3,-7.36,192.6
1128,3.06,-3.84,-7.36,192.6
1212,3.06,-3.84,-7.66,192.6
1171,3.06,-3.84,-7.66,192.6
1241,3.06,-3.84,-7.66,192.8
1197,3.06,-3.84,-7.66,192.8
1259,3.06,-3.98,-7.66,192.8
1244,3.06,-3.98,-7.36,192.8
1282,3.06,-3.98,-7.36,192.8
1294,3.06,-3.98,-7.36,192.6
1223,3.06,-3.98,-7.36,192.6
1231,3.06,-4.14,-7.36,192.6
1163,3.06,-4.14,-7.36,192.6
1194,3.06,-4.14,-7.36,192.6
1075,3.06,-4.14,-7.36,192.8
1283,3.22,-4.14,-7.36,192.8
1220,3.22,-4.14,-7.36,192.8
1298,3.22,-4.14,-7.36,192.8
1245,3.22,-4.14,-7.36,192.8
1380,3.22,-4.14,-7.36,192.6
1279,3.22,-4.14,-7.36,192.6
1313,3.22,-4.14,-7.36,192.6
1282,3.22,-4.14,-7.36,192.6
1316,3.22,-4.14,-7.36,192.6
1283,3.22,-4.14,-7.36,192.6
1232,3.06,-4.14,-7.36,192.6
1300,3.06,-4.14,-7.36,192.6
1237,3.06,-4.14,-7.36,192.6
1252,3.06,-4.14,-7.36,192.6
1106,3.06,-4.14,-7.36,192.8
1243,3.06,-4.14,-7.36,192.8
1104,3.06,-4.14,-7.36,192.8
1177,3.06,-4.14,-7.36,192.8
1099,3.06,-4.14,-7.36,192.8
1238,3.06,-4.14,-7.36,193
1260,3.06,-4.14,-7.36,193
1218,3.06,-4.14,-7.36,193
1262,3.06,-4.14,-7.2,193
1290,3.06,-4.14,-7.2,193
1284,3.06,-4.14,-7.2,192.8
1235,3.06,-4.14,-7.2,192.8
1335,3.06,-4.14,-7.2,192.8
1228,3.06,-4.14,-7.36,192.8
1336,3.06,-4.14,-7.36,192.8
1249,3.06,-4.14,-7.36,192.8
1327,3.06,-4.14,-7.36,192.8
1259,3.06,-4.3,-7.36,192.8
1352,3.06,-4.3,-7.36,192.8
1242,3.06,-4.3,-7.36,192.8
1251,3.06,-4.3,-7.36,193
1176,3.06,-4.3,-7.36,193
1185,3.06,-3.98,-7.36,193
1133,3.06,-3.98,-7.2,193
1182,3.06,-3.98,-7.2,193
1197,3.06,-3.98,-7.2,192.8
1156,3.06,-3.98,-7.2,192.8
1219,3.06,-4.3,-7.2,192.8
1190,3.06,-4.3,-7.36,192.8
1226,3.06,-4.3,-7.36,192.8
1171,3.06,-4.3,-7.36,193
1225,3.06,-4.3,-7.36,193
1170,3.06,-4.3,-7.36,193
1201,3.06,-4.3,-7.36,193
1147,3.06,-4.3,-7.36,193
1288,3.06,-4.3,-7.36,193
1206,3.06,-4.3,-7.36,193
1236,3.06,-4.44,-7.36,193
1218,3.06,-4.44,-7.52,193
1273,3.06,-4.44,-7.52,193
1258,3.06,-4.44,-7.52,193
1257,3.06,-4.44,-7.52,193
1291,3.06,-4.3,-7.52,193
1269,3.06,-4.3,-7.52,193
1305,3.06,-4.3,-7.52,193
1223,3.06,-4.3,-7.52,193
1271,3.06,-4.3,-7.52,193
1175,3.06,-4.3,-7.52,193
1253,3.06,-4.3,-7.52,193
1128,3.06,-4.3,-7.52,193
1294,3.06,-4.3,-7.52,193.2
1158,2.92,-4.3,-7.52,193.2
1214,2.92,-4.14,-7.52,193.2
1100,2.92,-4.14,-7.52,193.2
1211,2.92,-4.14,-7.52,193.2
1204,2.92,-4.14,-7.52,193
1132,3.06,-4.14,-7.52,193
1147,3.06,-4.3,-7.52,193
1167,3.06,-4.3,-7.36,193
1180,3.06,-4.3,-7.36,193
1159,3.06,-4.3,-7.36,193.2
1155,3.06,-4.3,-7.36,193.2
1159,3.06,-4.44,-7.36,193.2
1222,3.06,-4.44,-7.36,193.2
1189,3.06,-4.44,-7.36,193.2
1181,3.06,-4.44,-7.36,193
1160,3.06,-4.44,-7.36,193
1211,3.06,-4.14,-7.36,193
1232,3.06,-4.14,-7.36,193
1179,3.06,-4.14,-7.36,193
1145,3.06,-4.14,-7.36,193
1150,3.22,-4.14,-7.36,193
1161,3.22,-4.3,-7.36,193
1176,3.22,-4.3,-7.2,193
1154,3.22,-4.3,-7.2,193
1135,3.22,-4.3,-7.2,193.2
1166,3.06,-4.3,-7.2,193.2
1105,3.06,-4.3,-7.2,193.2
1137,3.06,-4.3,-7.36,193.2
1045,3.06,-4.3,-7.36,193.2
1122,3.06,-4.3,-7.36,193.2
1030,3.06,-4.3,-7.36,193.2
1076,3.06,-4.44,-7.36,193.2
1148,3.06,-4.44,-7.52,193.2
1155,3.06,-4.44,-7.52,193.2
1114,3.06,-4.44,-7.52,193.2
1166,2.92,-4.44,-7.52,193.2
1100,2.92,-4.3,-7.52,193.2
1111,2.92,-4.3,-7.2,193.2
1183,2.92,-4.3,-7.2,193.2
1174,2.92,-4.3,-7.2,193.2
1261,2.92,-4.3,-7.2,193.2
1180,2.92,-4.3,-7.2,193.2
1242,2.92,-4.3,-7.36,193.2
1138,2.92,-4.3,-7.36,193.2
1204,2.92,-4.3,-7.36,193.2
1104,2.92,-4.3,-7.36,193.2
1171,2.92,-4.3,-7.36,193.2
1156,2.92,-4.3,-7.36,193.2
1211,2.92,-4.3,-7.36,193.2
1157,2.92,-4.3,-7.36,193.4
1138,2.92,-4.3,-7.36,193.4
1122,2.92,-4.6,-7.36,193.4
1122,2.92,-4.6,-7.2,193.4
1132,2.92,-4.6,-7.2,193.4
1179,2.92,-4.6,-7.2,193.4
1199,2.92,-4.6,-7.2,193.4
1155,2.92,-4.44,-7.2,193.4
1244,2.92,-4.44,-7.36,193.4
1208,2.92,-4.44,-7.36,193.4
1200,2.92,-4.44,-7.36,193.2
1254,2.76,-4.44,-7.36,193.2
1228,2.76,-4.44,-7.36,193.2
1225,2.76,-4.44,-7.36,193.2
1248,2.76,-4.44,-7.36,193.2
1243,2.76,-4.44,-7.36,193.4
1224,2.92,-4.44,-7.36,193.4
1144,2.92,-4.3,-7.36,193.4
1192,2.92,-4.3,-7.36,193.4
1133,2.92,-4.3,-7.36,193.4
1199,2.92,-4.3,-7.36,193.4
1181,2.76,-4.3,-7.36,193.4
1228,2.76,-4.44,-7.36,193.4
1213,2.76,-4.44,-7.52,193.4
1203,2.76,-4.44,-7.52,193.4
1233,2.76,-4.44,-7.52,193.4
1175,2.92,-4.44,-7.52,193.4
1219,2.92,-4.6,-7.52,193.4
1169,2.92,-4.6,-7.06,193.4
1233,2.92,-4.6,-7.06,193.4
1195,2.92,-4.6,-7.06,193.4
1233,2.92,-4.6,-7.06,193.4
1159,2.92,-4.6,-7.06,193.4
1271,2.92,-4.6,-7.36,193.4
1181,2.92,-4.6,-7.36,193.4
1245,2.92,-4.6,-7.36,193.4
1208,2.92,-4.6,-7.36,193.4
1256,2.92,-4.6,-7.36,193.4
1281,2.92,-4.6,-7.36,193.4
1186,2.92,-4.6,-7.36,193.4
1241,2.92,-4.6,-7.36,193.4
1188,2.92,-4.6,-7.36,193.4
1262,2.92,-4.44,-7.36,193.4
1264,2.92,-4.44,-7.2,193.4
1244,2.92,-4.44,-7.2,193.4
1163,2.92,-4.44,-7.2,193.6
1212,2.92,-4.44,-7.2,193.6
1115,2.92,-4.6,-7.2,193.6
1229,2.92,-4.6,-7.36,193.6
1142,2.92,-4.6,-7.36,193.6
1134,2.92,-4.6,-7.36,193.4
1130,2.92,-4.6,-7.36,193.4
1156,2.92,-4.6,-7.36,193.4
1162,2.92,-4.6,-7.2,193.4
1137,2.92,-4.6,-7.2,193.4
1234,2.92,-4.6,-7.2,193.6
1137,2.76,-4.6,-7.2,193.6
1173,2.76,-4.6,-7.2,193.6
1087,2.76,-4.6,-7.2,193.6
1166,2.76,-4.6,-7.2,193.6
1113,2.76,-4.6,-7.2,193.6
1126,2.76,-4.6,-7.2,193.6
1101,2.76,-4.76,-7.2,193.6
1114,2.76,-4.76,-7.36,193.6
1098,2.76,-4.76,-7.36,193.6
1185,2.76,-4.76,-7.36,193.6
1102,2.6,-4.76,-7.36,193.6
1100,2.6,-4.6,-7.36,193.6
1127,2.6,-4.6,-7.52,193.6
1168,2.6,-4.6,-7.52,193.6
1199,2.6,-4.6,-7.52,193.6
1133,2.76,-4.6,-7.52,193.6
1133,2.76,-4.44,-7.52,193.6
1103,2.76,-4.44,-7.36,193.6
1186,2.76,-4.44,-7.36,193.6
1074,2.76,-4.44,-7.36,193.6
1151,2.6,-4.44,-7.36,193.6
1045,2.6,-4.6,-7.36,193.6
1101,2.6,-4.6,-7.36,193.6
1035,2.6,-4.6,-7.36,193.6
1104,2.6,-4.6,-7.36,193.6
1081,2.76,-4.6,-7.36,193.6
1110,2.76,-4.6,-7.36,193.6
1170,2.76,-4.6,-7.2,193.6
1095,2.76,-4.6,-7.2,193.6
1156,2.76,-4.6,-7.2,193.8
1083,2.6,-4.6,-7.2,193.8
1157,2.6,-4.44,-7.2,193.8
1155,2.6,-4.44,-7.36,193.8
1221,2.6,-4.44,-7.36,193.8
1169,2.6,-4.44,-7.36,193.6
1201,2.76,-4.44,-7.36,193.6
1092,2.76,-4.9,-7.36,193.6
1101,2.76,-4.9,-7.36,193.6
1151,2.76,-4.9,-7.36,193.6
1108,2.76,-4.9,-7.36,193.8
1154,2.76,-4.9,-7.36,193.8
1110,2.76,-4.6,-7.36,193.8
1216,2.76,-4.6,-7.2,193.8
1164,2.76,-4.6,-7.2,193.8
1254,2.76,-4.6,-7.2,193.6
1128,2.6,-4.6,-7.2,193.6
1188,2.6,-4.76,-7.2,193.6
1147,2.6,-4.76,-7.36,193.6
1190,2.6,-4.76,-7.36,193.6
1104,2.6,-4.76,-7.36,193.8
1201,2.6,-4.76,-7.36,193.8
1131,2.6,-4.9,-7.36,193.8
1126,2.6,-4.9,-7.2,193.8
1110,2.6,-4.9,-7.2,193.8
1127,2.6,-4.9,-7.2,193.8
1228,2.76,-4.9,-7.2,193.8
1121,2.76,-4.6,-7.2,193.8
1110,2.76,-4.6,-7.2,193.8
1120,2.76,-4.6,-7.2,193.8
1143,2.76,-4.6,-7.2,193.6
1100,2.6,-4.6,-7.2,193.6
1230,2.6,-4.6,-7.2,193.6
1178,2.6,-4.6,-7.2,193.6
1246,2.6,-4.6,-7.2,193.6
1214,2.6,-4.6,-7.2,194
1289,2.6,-4.6,-7.2,194
1283,2.6,-4.76,-7.2,194
1285,2.6,-4.76,-7.2,194
1276,2.6,-4.76,-7.2,194
1264,2.6,-4.76,-7.2,193.6
1225,2.6,-4.76,-7.2,193.6
1180,2.6,-4.9,-7.2,193.6
1258,2.6,-4.9,-7.2,193.6
1162,2.6,-4.9,-7.2,193.6
1182,2.6,-4.9,-7.2,194
1157,2.6,-4.9,-7.2,194
1168,2.6,-4.76,-7.2,194
1212,2.6,-4.76,-7.2,194
1283,2.6,-4.76,-7.2,194
1161,2.6,-4.76,-7.2,193.8
1218,2.46,-4.76,-7.2,193.8
1153,2.46,-4.76,-7.2,193.8
1186,2.46,-4.76,-7.2,193.8
1223,2.46,-4.76,-7.2,193.8
1175,2.46,-4.76,-7.2,194
1291,2.6,-4.76,-7.2,194
1229,2.6,-4.76,-7.2,194
1201,2.6,-4.76,-7.2,194
1217,2.6,-4.76,-7.2,194
1247,2.6,-4.76,-7.2,193.8
1183,2.6,-4.76,-7.2,193.8
1199,2.6,-4.76,-7.2,193.8
1211,2.6,-4.76,-7.2,193.8
1254,2.6,-4.76,-7.2,193.8
1217,2.6,-4.76,-7.2,194
1226,2.46,-4.76,-7.2,194
1240,2.46,-4.9,-7.2,194
1268,2.46,-4.9,-7.2,194
1188,2.46,-4.9,-7.2,194
1234,2.46,-4.9,-7.2,194
1228,2.3,-4.9,-7.2,194
1244,2.3,-4.9,-7.2,194
1233,2.3,-4.9,-7.2,194
1220,2.3,-4.9,-7.2,194
1261,2.3,-4.9,-7.2,194
1166,2.46,-4.9,-7.2,194
1192,2.46,-4.9,-7.2,194
1061,2.46,-4.9,-7.06,194
1122,2.46,-4.9,-7.06,194
1056,2.46,-4.9,-7.06,193.8
1124,2.46,-4.9,-7.06,193.8
1104,2.46,-5.06,-7.06,193.8
1127,2.46,-5.06,-7.2,193.8
1105,2.46,-5.06,-7.2,193.8
1141,2.46,-5.06,-7.2,194
1157,2.46,-5.06,-7.2,194
1161,2.46,-5.06,-7.2,194
1129,2.46,-5.06,-7.2,194
1087,2.46,-5.06,-7.2,194
1219,2.46,-5.06,-7.2,194.2
1063,2.46,-5.06,-7.2,194.2
1198,2.46,-5.06,-7.2,194.2
1047,2.46,-5.06,-7.2,194.2
1128,2.46,-5.06,-7.2,194.2
1107,2.46,-5.06,-7.2,194
1187,2.46,-5.06,-7.2,194
1153,2.46,-5.22,-7.2,194
1130,2.46,-5.22,-7.2,194
1172,2.46,-5.22,-7.2,194
1114,2.46,-5.22,-7.2,194.2
1184,2.46,-5.22,-7.2,194.2
1126,2.46,-5.06,-7.2,194.2
1178,2.46,-5.06,-7.06,194.2
1055,2.46,-5.06,-7.06,194.2
1171,2.46,-5.06,-7.06,194
1070,2.46,-5.06,-7.06,194
1212,2.46,-5.06,-7.06,194
1159,2.46,-5.06,-7.06,194
1196,2.46,-5.06,-7.06,194
1117,2.46,-5.06,-7.06,194.2
1180,2.46,-5.06,-7.06,194.2
1111,2.46,-5.22,-7.06,194.2
1104,2.46,-5.22,-7.2,194.2
1128,2.46,-5.22,-7.2,194.2
1046,2.46,-5.22,-7.2,194.2
1124,2.46,-5.22,-7.2,194.2
1122,2.46,-5.22,-7.2,194.2
1205,2.46,-5.22,-7.2,194.2
1087,2.46,-5.22,-7.2,194.2
1165,2.46,-5.22,-7.2,194.2
1126,2.3,-5.22,-7.2,194.2
1177,2.3,-5.06,-7.2,194.2
1044,2.3,-5.06,-7.2,194.2
1112,2.3,-5.06,-7.2,194.2
1046,2.3,-5.06,-7.2,194.2
1025,2.3,-5.06,-7.2,194.2
1037,2.3,-5.22,-7.2,194.2
1103,2.3,-5.22,-7.06,194.2
1133,2.3,-5.22,-7.06,194.2
1083,2.3,-5.22,-7.06,194.2
1180,2.3,-5.22,-7.06,194.2
1059,2.3,-5.36,-7.06,194.2
1163,2.3,-5.36,-7.06,194.2
1098,2.3,-5.36,-7.06,194.2
1193,2.3,-5.36,-7.06,194.2
1115,2.3,-5.36,-7.06,194.2
1266,2.3,-5.06,-7.06,194.2
1134,2.3,-5.06,-7.2,194.2
1181,2.3,-5.06,-7.2,194.2
1067,2.3,-5.06,-7.2,194.2
1052,2.46,-5.06,-7.2,194.2
